TABLE_NAME,GROUP_NAME,TOPIC_NAME,QUEUE_NAME,SUBJECT_AREA,CR_NAME_L1,CR_NAME_L2,CR_NAME_L3,CR_NAME_L4,CR_NAME_L5,CR_NAME_L6,CR_NAME_PROD,IGNORE_DELETES
QUE_AUDIT_CAPTURE,GROUP8,FDFR.CDC.DW,FDFR.CDC.DW.Q008.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.qac0_QUE_AUDIT_CAPTURE,d1dsnb.qac2_QUE_AUDIT_CAPTURE,d1dsnx.qac3_QUE_AUDIT_CAPTURE,d1dsnx.qac4_QUE_AUDIT_CAPTURE,d1dsnx.qac5_QUE_AUDIT_CAPTURE,d1dsnx.qac6_QUE_AUDIT_CAPTURE,d1dsn.qac_QUE_AUDIT_CAPTURE,YES
REF_EDIT_ERRORS,GROUP8,FDFR.CDC.DW,FDFR.CDC.DW.Q008.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.ree0_REF_EDIT_ERRORS,d1dsnb.ree2_REF_EDIT_ERRORS,d1dsnx.ree3_REF_EDIT_ERRORS,d1dsnx.ree4_REF_EDIT_ERRORS,d1dsnx.ree5_REF_EDIT_ERRORS,d1dsnx.ree6_REF_EDIT_ERRORS,d1dsn.ree_REF_EDIT_ERRORS,NO
SHIP_RATE_AUDIT,GROUP8,FDFR.CDC.DW,FDFR.CDC.DW.Q008.DW-ABI-BATCH-3530913,PRIC_RTNG,d1dsnb.sra0_SHIP_RATE_AUDIT,d1dsnb.sra2_SHIP_RATE_AUDIT,d1dsnx.sra3_SHIP_RATE_AUDIT,d1dsnx.sra4_SHIP_RATE_AUDIT,d1dsnx.sra5_SHIP_RATE_AUDIT,d1dsnx.sra6_SHIP_RATE_AUDIT,d1dsn.sra_SHIP_RATE_AUDIT,YES
CA_DEP_BATCH_DTL,GROUP9,FDFR.CDC.DW,FDFR.CDC.DW.Q009.DW-ABI-BATCH-3530913,AR,d1dsnb.cdbd0_CA_DEP_BATCH_DTL,d1dsnb.cdbd2_CA_DEP_BATCH_DTL,d1dsnx.cdbd3_CA_DEP_BATCH_DTL,d1dsnx.cdbd4_CA_DEP_BATCH_DTL,d1dsnx.cdbd5_CA_DEP_BATCH_DTL,d1dsnx.cdbd6_CA_DEP_BATCH_DTL,d1dsn.cdbd_CA_DEP_BATCH_DTL,NO
CA_DEP_HDR,GROUP9,FDFR.CDC.DW,FDFR.CDC.DW.Q009.DW-ABI-BATCH-3530913,AR,d1dsnb.cdh0_CA_DEP_HDR,d1dsnb.cdh2_CA_DEP_HDR,d1dsnx.cdh3_CA_DEP_HDR,d1dsnx.cdh4_CA_DEP_HDR,d1dsnx.cdh5_CA_DEP_HDR,d1dsnx.cdh6_CA_DEP_HDR,d1dsn.cdh_CA_DEP_HDR,NO
CA_EDI_REMIT_HDR,GROUP9,FDFR.CDC.DW,FDFR.CDC.DW.Q009.DW-ABI-BATCH-3530913,AR,d1dsnb.cerh0_CA_EDI_REMIT_HDR,d1dsnb.cerh2_CA_EDI_REMIT_HDR,d1dsnx.cerh3_CA_EDI_REMIT_HDR,d1dsnx.cerh4_CA_EDI_REMIT_HDR,d1dsnx.cerh5_CA_EDI_REMIT_HDR,d1dsnx.cerh6_CA_EDI_REMIT_HDR,d1dsn.cerh_CA_EDI_REMIT_HDR,NO
CHEMICAL_RELEASE_REPORT,GROUP9,FDFR.CDC.DW,FDFR.CDC.DW.Q009.DW-ABI-BATCH-3530913,SAFETY,d1dsnb.crr0_CHEMICAL_RELEASE_REPORT,d1dsnb.crr2_CHEMICAL_RELEASE_REPORT,d1dsnx.crr3_CHEMICAL_RELEASE_REPORT,d1dsnx.crr4_CHEMICAL_RELEASE_REPORT,d1dsnx.crr5_CHEMICAL_RELEASE_REPORT,d1dsnx.crr6_CHEMICAL_RELEASE_REPORT,d1dsn.crr_CHEMICAL_RELEASE_REPORT,NO
CUST_AVG_PAY_CYCLE,GROUP9,FDFR.CDC.DW,FDFR.CDC.DW.Q009.DW-ABI-BATCH-3530913,CUST,d1dsnb.capc0_CUST_AVG_PAY_CYCLE,d1dsnb.capc2_CUST_AVG_PAY_CYCLE,d1dsnx.capc3_CUST_AVG_PAY_CYCLE,d1dsnx.capc4_CUST_AVG_PAY_CYCLE,d1dsnx.capc5_CUST_AVG_PAY_CYCLE,d1dsnx.capc6_CUST_AVG_PAY_CYCLE,d1dsn.capc_CUST_AVG_PAY_CYCLE,NO
CUST_CENTER_MISC,GROUP9,FDFR.CDC.DW,FDFR.CDC.DW.Q009.DW-ABI-BATCH-3530913,CUST,d1dsnb.ccm0_CUST_CENTER_MISC,d1dsnb.ccm2_CUST_CENTER_MISC,d1dsnx.ccm3_CUST_CENTER_MISC,d1dsnx.ccm4_CUST_CENTER_MISC,d1dsnx.ccm5_CUST_CENTER_MISC,d1dsnx.ccm6_CUST_CENTER_MISC,d1dsn.ccm_CUST_CENTER_MISC,NO
CUST_CTR_INFO,GROUP9,FDFR.CDC.DW,FDFR.CDC.DW.Q009.DW-ABI-BATCH-3530913,CUST,d1dsnb.cci0_CUST_CTR_INFO,d1dsnb.cci2_CUST_CTR_INFO,d1dsnx.cci3_CUST_CTR_INFO,d1dsnx.cci4_CUST_CTR_INFO,d1dsnx.cci5_CUST_CTR_INFO,d1dsnx.cci6_CUST_CTR_INFO,d1dsn.cci_CUST_CTR_INFO,NO
CUST_WKLY_CALENDAR,GROUP9,FDFR.CDC.DW,FDFR.CDC.DW.Q009.DW-ABI-BATCH-3530913,CUST,d1dsnb.cwc0_CUST_WKLY_CALENDAR,d1dsnb.cwc2_CUST_WKLY_CALENDAR,d1dsnx.cwc3_CUST_WKLY_CALENDAR,d1dsnx.cwc4_CUST_WKLY_CALENDAR,d1dsnx.cwc5_CUST_WKLY_CALENDAR,d1dsnx.cwc6_CUST_WKLY_CALENDAR,d1dsn.cwc_CUST_WKLY_CALENDAR,NO
CVM_WORK_ITEM,GROUP9,FDFR.CDC.DW,FDFR.CDC.DW.Q009.DW-ABI-BATCH-3530913,AR,d1dsnb.cwi0_CVM_WORK_ITEM,d1dsnb.cwi2_CVM_WORK_ITEM,d1dsnx.cwi3_CVM_WORK_ITEM,d1dsnx.cwi4_CVM_WORK_ITEM,d1dsnx.cwi5_CVM_WORK_ITEM,d1dsnx.cwi6_CVM_WORK_ITEM,d1dsn.cwi_CVM_WORK_ITEM,NO
EQUIPMENT_ROUTE,GROUP9,FDFR.CDC.DW,FDFR.CDC.DW.Q009.DW-ABI-BATCH-3530913,LH_DSPCH,d1dsnb.er0_EQUIPMENT_ROUTE,d1dsnb.er2_EQUIPMENT_ROUTE,d1dsnx.er3_EQUIPMENT_ROUTE,d1dsnx.er4_EQUIPMENT_ROUTE,d1dsnx.er5_EQUIPMENT_ROUTE,d1dsnx.er6_EQUIPMENT_ROUTE,d1dsn.er_EQUIPMENT_ROUTE,NO
FB_CORR_REQ,GROUP9,FDFR.CDC.DW,FDFR.CDC.DW.Q009.DW-ABI-BATCH-3530913,SEFS,d1dsnb.fcr0_FB_CORR_REQ,d1dsnb.fcr2_FB_CORR_REQ,d1dsnx.fcr3_FB_CORR_REQ,d1dsnx.fcr4_FB_CORR_REQ,d1dsnx.fcr5_FB_CORR_REQ,d1dsnx.fcr6_FB_CORR_REQ,d1dsn.fcr_FB_CORR_REQ,YES
FB_CORR_REQ_HST,GROUP9,FDFR.CDC.DW,FDFR.CDC.DW.Q009.DW-ABI-BATCH-3530913,SEFS,d1dsnb.fcrh0_FB_CORR_REQ_HST,d1dsnb.fcrh2_FB_CORR_REQ_HST,d1dsnx.fcrh3_FB_CORR_REQ_HST,d1dsnx.fcrh4_FB_CORR_REQ_HST,d1dsnx.fcrh5_FB_CORR_REQ_HST,d1dsnx.fcrh6_FB_CORR_REQ,d1dsn.fcrh_FB_CORR_REQ_HST,YES
MCMTB011,GROUP9,FDFR.CDC.DW,FDFR.CDC.DW.Q009.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0100_MCMTB011,d1dsnb.mt0102_MCMTB011,d1dsnx.mt0103_MCMTB011,d1dsnx.mt0104_MCMTB011,d1dsnx.mt0105_MCMTB011,d1dsnx.mt0106_MCMTB011,d1dsn.mt010_MCMTB011,NO
MCMTB120,GROUP9,FDFR.CDC.DW,FDFR.CDC.DW.Q009.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt1200_MCMTB120,d1dsnb.mt1202_MCMTB120,d1dsnx.mt1203_MCMTB120,d1dsnx.mt1204_MCMTB120,d1dsnx.mt1205_MCMTB120,d1dsnx.mt1206_MCMTB120,d1dsn.mt120_MCMTB120,NO
PICKUP_STOP_CMT,GROUP9,FDFR.CDC.DW,FDFR.CDC.DW.Q009.DW-ABI-BATCH-3530913,PICKUP,d1dsnb.psc0_PICKUP_STOP_CMT,d1dsnb.psc2_PICKUP_STOP_CMT,d1dsnx.psc3_PICKUP_STOP_CMT,d1dsnx.psc4_PICKUP_STOP_CMT,d1dsnx.psc5_PICKUP_STOP_CMT,d1dsnx.psc6_PICKUP_STOP_CMT,d1dsn.psc_PICKUP_STOP_CMT,YES
SAFETY_AWARD_HIST,GROUP9,FDFR.CDC.DW,FDFR.CDC.DW.Q009.DW-ABI-BATCH-3530913,SAFETY,d1dsnb.sah0_SAFETY_AWARD_HIST,d1dsnb.sah2_SAFETY_AWARD_HIST,d1dsnx.sah3_SAFETY_AWARD_HIST,d1dsnx.sah4_SAFETY_AWARD_HIST,d1dsnx.sah5_SAFETY_AWARD_HIST,d1dsnx.sah6_SAFETY_AWARD_HIST,d1dsn.sah_SAFETY_AWARD_HIST,NO
SHIPMENT_ARRIVAL,GROUP9,FDFR.CDC.DW,FDFR.CDC.DW.Q009.DW-ABI-BATCH-3530913,SEFS,d1dsnb.sarr0_SHIPMENT_ARRIVAL,d1dsnb.sarr2_SHIPMENT_ARRIVAL,d1dsnx.sarr3_SHIPMENT_ARRIVAL,d1dsnx.sarr4_SHIPMENT_ARRIVAL,d1dsnx.sarr5_SHIPMENT_ARRIVAL,d1dsnx.sarr6_SHIPMENT_ARRIVAL,d1dsn.sarr_SHIPMENT_ARRIVAL,YES
SHP_OSD_INCIDENT,GROUP9,FDFR.CDC.DW,FDFR.CDC.DW.Q009.DW-ABI-BATCH-3530913,DOCK,d1dsnb.soi0_SHP_OSD_INCIDENT,d1dsnb.soi2_SHP_OSD_INCIDENT,d1dsnx.soi3_SHP_OSD_INCIDENT,d1dsnx.soi4_SHP_OSD_INCIDENT,d1dsnx.soi5_SHP_OSD_INCIDENT,d1dsnx.soi6_SHP_OSD_INCIDENT,d1dsn.soi_SHP_OSD_INCIDENT,YES
TFMTB052,GROUP9,FDFR.CDC.DW,FDFR.CDC.DW.Q009.DW-ABI-BATCH-3530913,TFMS,d1dsnb.tb0520_TFMTB052,d1dsnb.tb0522_TFMTB052,d1dsnx.tb0523_TFMTB052,d1dsnx.tb0524_TFMTB052,d1dsnx.tb0525_TFMTB052,d1dsnx.tb0526_TFMTB052,d1dsn.tb052_TFMTB052,YES
ZIP_SERVICE_RANGE,GROUP9,FDFR.CDC.DW,FDFR.CDC.DW.Q009.DW-ABI-BATCH-3530913,PLEFS,d1dsnb.zsr0_ZIP_SERVICE_RANGE,d1dsnb.zsr9_ZIP_SERVICE_RANGE,d1dsnx.zsr3_ZIP_SERVICE_RANGE,d1dsnx.zsr4_ZIP_SERVICE_RANGE,d1dsnx.zsr5_ZIP_SERVICE_RANGE,d1dsnx.zsr6_ZIP_SERVICE_RANGE,d1dsn.zsr_ZIP_SERVICE_RANGE,NO
AR_AUDIT_EVENT,GROUP10,FDFR.CDC.DW,FDFR.CDC.DW.Q010.DW-ABI-BATCH-3530913,AR,d1dsnb.are0_AR_AUDIT_EVENT,d1dsnb.are2_AR_AUDIT_EVENT,d1dsnx.are3_AR_AUDIT_EVENT,d1dsnx.are4_AR_AUDIT_EVENT,d1dsnx.are5_AR_AUDIT_EVENT,d1dsnx.are6_AR_AUDIT_EVENT,d1dsn.are_AR_AUDIT_EVENT,NO
CA_BANK_CUST_XREF,GROUP10,FDFR.CDC.DW,FDFR.CDC.DW.Q010.DW-ABI-BATCH-3530913,AR,d1dsnb.cbcx0_CA_BANK_CUST_XREF,d1dsnb.cbcx2_CA_BANK_CUST_XREF,d1dsnx.cbcx3_CA_BANK_CUST_XREF,d1dsnx.cbcx4_CA_BANK_CUST_XREF,d1dsnx.cbcx5_CA_BANK_CUST_XREF,d1dsnx.cbcx6_CA_BANK_CUST_XREF,d1dsn.cbcx_CA_BANK_CUST_XREF,NO
CA_BANK_ROUTING,GROUP10,FDFR.CDC.DW,FDFR.CDC.DW.Q010.DW-ABI-BATCH-3530913,AR,d1dsnb.cbr0_CA_BANK_ROUTING,d1dsnb.cbr2_CA_BANK_ROUTING,d1dsnx.cbr3_CA_BANK_ROUTING,d1dsnx.cbr4_CA_BANK_ROUTING,d1dsnx.cbr5_CA_BANK_ROUTING,d1dsnx.cbr6_CA_BANK_ROUTING,d1dsn.cbr_CA_BANK_ROUTING,NO
CUSTOMER_MASK,GROUP10,FDFR.CDC.DW,FDFR.CDC.DW.Q010.DW-ABI-BATCH-3530913,CUST,d1dsnb.cm0_CUSTOMER_MASK,d1dsnb.cm2_CUSTOMER_MASK,d1dsnx.cm3_CUSTOMER_MASK,d1dsnx.cm4_CUSTOMER_MASK,d1dsnx.cm5_CUSTOMER_MASK,d1dsnx.cm6_CUSTOMER_MASK,d1dsn.cm_CUSTOMER_MASK,NO
CUSTOMER_PATTERN,GROUP10,FDFR.CDC.DW,FDFR.CDC.DW.Q010.DW-ABI-BATCH-3530913,CUST,d1dsnb.cptn0_CUSTOMER_PATTERN,d1dsnb.cptn2_CUSTOMER_PATTERN,d1dsnx.cptn3_CUSTOMER_PATTERN,d1dsnx.cptn4_CUSTOMER_PATTERN,d1dsnx.cptn5_CUSTOMER_PATTERN,d1dsnx.cptn6_CUSTOMER_PATTERN,d1dsn.cptn_CUSTOMER_PATTERN,NO
CVM_RFND_WORK_XREF,GROUP10,FDFR.CDC.DW,FDFR.CDC.DW.Q010.DW-ABI-BATCH-3530913,AR,d1dsnb.crwx0_CVM_RFND_WORK_XREF,d1dsnb.crwx2_CVM_RFND_WORK_XREF,d1dsnx.crwx3_CVM_RFND_WORK_XREF,d1dsnx.crwx4_CVM_RFND_WORK_XREF,d1dsnx.crwx5_CVM_RFND_WORK_XREF,d1dsnx.crwx6_CVM_RFND_WORK_XREF,d1dsn.crwx_CVM_RFND_WORK_XREF,NO
DRVR_COLLECT_SHIP,GROUP10,FDFR.CDC.DW,FDFR.CDC.DW.Q010.DW-ABI-BATCH-3530913,SEFS,d1dsnb.dcs0_DRVR_COLLECT_SHIP,d1dsnb.dcs2_DRVR_COLLECT_SHIP,d1dsnx.dcs3_DRVR_COLLECT_SHIP,d1dsnx.dcs4_DRVR_COLLECT_SHIP,d1dsnx.dcs5_DRVR_COLLECT_SHIP,d1dsnx.dcs6_DRVR_COLLECT_SHIP,d1dsn.dcs_DRVR_COLLECT_SHIP,YES
EDI_REJECTS_DETAIL,GROUP10,FDFR.CDC.DW,FDFR.CDC.DW.Q010.DW-ABI-BATCH-3530913,SEFS,d1dsnb.erd0_EDI_REJECTS_DETAIL,d1dsnb.erd2_EDI_REJECTS_DETAIL,d1dsnx.erd3_EDI_REJECTS_DETAIL,d1dsnx.erd4_EDI_REJECTS_DETAIL,d1dsnx.erd5_EDI_REJECTS_DETAIL,d1dsnx.erd6_EDI_REJECTS_DETAIL,d1dsn.erd_EDI_REJECTS_DETAIL,YES
EDI214_STATUS,GROUP10,FDFR.CDC.DW,FDFR.CDC.DW.Q010.DW-ABI-BATCH-3530913,SEFS,d1dsnb.estat0_EDI214_STATUS,d1dsnb.estat2_EDI214_STATUS,d1dsnx.estat3_EDI214_STATUS,d1dsnx.estat4_EDI214_STATUS,d1dsnx.estat5_EDI214_STATUS,d1dsnx.estat6_EDI214_STATUS,d1dsn.estat_EDI214_STATUS,YES
EQ_CHG_FROM_PLATO,GROUP10,FDFR.CDC.DW,FDFR.CDC.DW.Q010.DW-ABI-BATCH-3530913,PICKUP,d1dsnb.eqfp0_EQ_CHG_FROM_PLATO,d1dsnb.eqfp2_EQ_CHG_FROM_PLATO,d1dsnx.eqfp3_EQ_CHG_FROM_PLATO,d1dsnx.eqfp4_EQ_CHG_FROM_PLATO,d1dsnx.eqfp5_EQ_CHG_FROM_PLATO,d1dsnx.eqfp6_EQ_CHG_FROM_PLATO,d1dsn.eqfp_EQ_CHG_FROM_PLATO,YES
LINEHAUL_MESSAGE,GROUP10,FDFR.CDC.DW,FDFR.CDC.DW.Q010.DW-ABI-BATCH-3530913,LH_DSPCH,d1dsnb.lmsg0_LINEHAUL_MESSAGE,d1dsnb.lmsg2_LINEHAUL_MESSAGE,d1dsnx.lmsg3_LINEHAUL_MESSAGE,d1dsnx.lmsg4_LINEHAUL_MESSAGE,d1dsnx.lmsg5_LINEHAUL_MESSAGE,d1dsnx.lmsg6_LINEHAUL_MESSAGE,d1dsn.lmsg_LINEHAUL_MESSAGE,NO
MCMTB042,GROUP10,FDFR.CDC.DW,FDFR.CDC.DW.Q010.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0420_MCMTB042,d1dsnb.mt0422_MCMTB042,d1dsnx.mt0423_MCMTB042,d1dsnx.mt0424_MCMTB042,d1dsnx.mt0425_MCMTB042,d1dsnx.mt0426_MCMTB042,d1dsn.mt042_MCMTB042,NO
MCMTB043,GROUP10,FDFR.CDC.DW,FDFR.CDC.DW.Q010.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0430_MCMTB043,d1dsnb.mt0432_MCMTB043,d1dsnx.mt0433_MCMTB043,d1dsnx.mt0434_MCMTB043,d1dsnx.mt0435_MCMTB043,d1dsnx.mt0436_MCMTB043,d1dsn.mt043_MCMTB043,NO
MCMTB048,GROUP10,FDFR.CDC.DW,FDFR.CDC.DW.Q010.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0480_MCMTB048,d1dsnb.mt0482_MCMTB048,d1dsnx.mt0483_MCMTB048,d1dsnx.mt0484_MCMTB048,d1dsnx.mt0485_MCMTB048,d1dsnx.mt0486_MCMTB048,d1dsn.mt048_MCMTB048,NO
MCMTB049,GROUP10,FDFR.CDC.DW,FDFR.CDC.DW.Q010.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0490_MCMTB049,d1dsnb.mt0492_MCMTB049,d1dsnx.mt0493_MCMTB049,d1dsnx.mt0494_MCMTB049,d1dsnx.mt0495_MCMTB049,d1dsnx.mt0496_MCMTB049,d1dsn.mt049_MCMTB049,NO
MCMTB119,GROUP10,FDFR.CDC.DW,FDFR.CDC.DW.Q010.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt1190_MCMTB119,d1dsnb.mt1192_MCMTB119,d1dsnx.mt1193_MCMTB119,d1dsnx.mt1194_MCMTB119,d1dsnx.mt1195_MCMTB119,d1dsnx.mt1196_MCMTB119,d1dsn.mt119_MCMTB119,NO
PLATO_MESSAGE_HIST,GROUP10,FDFR.CDC.DW,FDFR.CDC.DW.Q010.DW-ABI-BATCH-3530913,PICKUP,d1dsnb.pmh0_PLATO_MESSAGE_HIST,d1dsnb.pmh2_PLATO_MESSAGE_HIST,d1dsnx.pmh3_PLATO_MESSAGE_HIST,d1dsnx.pmh4_PLATO_MESSAGE_HIST,d1dsnx.pmh5_PLATO_MESSAGE_HIST,d1dsnx.pmh6_PLATO_MESSAGE_HIST,d1dsn.pmh_PLATO_MESSAGE_HIST,YES
TFMTB030,GROUP10,FDFR.CDC.DW,FDFR.CDC.DW.Q010.DW-ABI-BATCH-3530913,TFMS,d1dsnb.tb0300_TFMTB030,d1dsnb.tb0302_TFMTB030,d1dsnx.tb0303_TFMTB030,d1dsnx.tb0304_TFMTB030,d1dsnx.tb0305_TFMTB030,d1dsnx.tb0306_TFMTB030,d1dsn.tb030_TFMTB030,NO
TFMTB045,GROUP10,FDFR.CDC.DW,FDFR.CDC.DW.Q010.DW-ABI-BATCH-3530913,TFMS,d1dsnb.tb0450_TFMTB045,d1dsnb.tb0452_TFMTB045,d1dsnx.tb0453_TFMTB045,d1dsnx.tb0454_TFMTB045,d1dsnx.tb0455_TFMTB045,d1dsnx.tb0456_TFMTB045,d1dsn.tb045_TFMTB045,YES
TFMTB047,GROUP10,FDFR.CDC.DW,FDFR.CDC.DW.Q010.DW-ABI-BATCH-3530913,TFMS,d1dsnb.tb0470_TFMTB047,d1dsnb.tb0472_TFMTB047,d1dsnx.tb0473_TFMTB047,d1dsnx.tb0474_TFMTB047,d1dsnx.tb0475_TFMTB047,d1dsnx.tb0476_TFMTB047,d1dsn.tb047_TFMTB047,NO
MCMTB002,GROUP11,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0020_MCMTB002,d1dsnb.mt0022_MCMTB002,d1dsnx.mt0023_MCMTB002,d1dsnx.mt0024_MCMTB002,d1dsnx.mt0025_MCMTB002,d1dsnx.mt0026_MCMTB002,d1dsn.mt002_MCMTB002,NO
MCMTB003,GROUP11,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0030_MCMTB003,d1dsnb.mt0032_MCMTB003,d1dsnx.mt0033_MCMTB003,d1dsnx.mt0034_MCMTB003,d1dsnx.mt0035_MCMTB003,d1dsnx.mt0036_MCMTB003,d1dsn.mt003_MCMTB003,NO
MCMTB004,GROUP11,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0040_MCMTB004,d1dsnb.mt0042_MCMTB004,d1dsnx.mt0043_MCMTB004,d1dsnx.mt0044_MCMTB004,d1dsnx.mt0045_MCMTB004,d1dsnx.mt0046_MCMTB004,d1dsn.mt004_MCMTB004,NO
MCMTB005,GROUP11,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0050_MCMTB005,d1dsnb.mt0052_MCMTB005,d1dsnx.mt0053_MCMTB005,d1dsnx.mt0054_MCMTB005,d1dsnx.mt0055_MCMTB005,d1dsnx.mt0056_MCMTB005,d1dsn.mt005_MCMTB005,NO
MCMTB006,GROUP11,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0060_MCMTB006,d1dsnb.mt0062_MCMTB006,d1dsnx.mt0063_MCMTB006,d1dsnx.mt0064_MCMTB006,d1dsnx.mt0065_MCMTB006,d1dsnx.mt0066_MCMTB006,d1dsn.mt006_MCMTB006,NO
MCMTB052,GROUP11,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0520_MCMTB052,d1dsnb.mt0522_MCMTB052,d1dsnx.mt0523_MCMTB052,d1dsnx.mt0524_MCMTB052,d1dsnx.mt0525_MCMTB052,d1dsnx.mt0526_MCMTB052,d1dsn.mt052_MCMTB052,NO
MCMTB055,GROUP11,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0550_MCMTB055,d1dsnb.mt0552_MCMTB055,d1dsnx.mt0553_MCMTB055,d1dsnx.mt0554_MCMTB055,d1dsnx.mt0555_MCMTB055,d1dsnx.mt0556_MCMTB055,d1dsn.mt055_MCMTB055,NO
MCMTB104,GROUP11,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt1040_MCMTB104,d1dsnb.mt1042_MCMTB104,d1dsnx.mt1043_MCMTB104,d1dsnx.mt1044_MCMTB104,d1dsnx.mt1045_MCMTB104,d1dsnx.mt1046_MCMTB104,d1dsn.mt104_MCMTB104,NO
MCMTB115,GROUP11,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt1150_MCMTB115,d1dsnb.mt1152_MCMTB115,d1dsnx.mt1153_MCMTB115,d1dsnx.mt1154_MCMTB115,d1dsnx.mt1155_MCMTB115,d1dsnx.mt1156_MCMTB115,d1dsn.mt115_MCMTB115,NO
MCMTB153,GROUP11,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt1530_MCMTB153,d1dsnb.mt1532_MCMTB153,d1dsnx.mt1533_MCMTB153,d1dsnx.mt1534_MCMTB153,d1dsnx.mt1535_MCMTB153,d1dsnx.mt1536_MCMTB153,d1dsn.mt153_MCMTB153,NO
MCMTB154,GROUP11,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt1540_MCMTB154,d1dsnb.mt1542_MCMTB154,d1dsnx.mt1543_MCMTB154,d1dsnx.mt1544_MCMTB154,d1dsnx.mt1545_MCMTB154,d1dsnx.mt1546_MCMTB154,d1dsn.mt154_MCMTB154,NO
MCMTB160,GROUP11,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt1600_MCMTB160,d1dsnb.mt1602_MCMTB160,d1dsnx.mt1603_MCMTB160,d1dsnx.mt1604_MCMTB160,d1dsnx.mt1605_MCMTB160,d1dsnx.mt1606_MCMTB160,d1dsn.mt160_MCMTB160,NO
MCMTB163,GROUP11,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt1630_MCMTB163,d1dsnb.mt1632_MCMTB163,d1dsnx.mt1633_MCMTB163,d1dsnx.mt1634_MCMTB163,d1dsnx.mt1635_MCMTB163,d1dsnx.mt1636_MCMTB163,d1dsn.mt163_MCMTB163,NO
MCMTB164,GROUP11,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt1640_MCMTB164,d1dsnb.mt1642_MCMTB164,d1dsnx.mt1643_MCMTB164,d1dsnx.mt1644_MCMTB164,d1dsnx.mt1645_MCMTB164,d1dsnx.mt1646_MCMTB164,d1dsn.mt164_MCMTB164,NO
MCMTB185,GROUP11,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt1850_MCMTB185,d1dsnb.mt1852_MCMTB185,d1dsnx.mt1853_MCMTB185,d1dsnx.mt1854_MCMTB185,d1dsnx.mt1855_MCMTB185,d1dsnx.mt1856_MCMTB185,d1dsn.mt185_MCMTB185,NO
MCMTB218,GROUP11,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt2180_MCMTB218,d1dsnb.mt2182_MCMTB218,d1dsnx.mt2183_MCMTB218,d1dsnx.mt2184_MCMTB218,d1dsnx.mt2185_MCMTB218,d1dsnx.mt2186_MCMTB218,d1dsn.mt218_MCMTB218,NO
MCMTB226,GROUP11,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt2260_MCMTB226,d1dsnb.mt2262_MCMTB226,d1dsnx.mt2263_MCMTB226,d1dsnx.mt2264_MCMTB226,d1dsnx.mt2265_MCMTB226,d1dsnx.mt2266_MCMTB226,d1dsn.mt226_MCMTB226,NO
MCMTB252,GROUP11,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt2520_MCMTB252,d1dsnb.mt2522_MCMTB252,d1dsnx.mt2523_MCMTB252,d1dsnx.mt2524_MCMTB252,d1dsnx.mt2525_MCMTB252,d1dsnx.mt2526_MCMTB252,d1dsn.mt252_MCMTB252,NO
