TABLE_NAME,GROUP_NAME,TOPIC_NAME,QUEUE_NAME,SUBJECT_AREA,CR_NAME_L1,CR_NAME_L2,CR_NAME_L3,CR_NAME_L4,CR_NAME_L5,CR_NAME_L6,CR_NAME_PROD,IGNORE_DELETES
MCMTB273,GROUP11,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt2730_MCMTB273,d1dsnb.mt2732_MCMTB273,d1dsnx.mt2733_MCMTB273,d1dsnx.mt2734_MCMTB273,d1dsnx.mt2735_MCMTB273,d1dsnx.mt2736_MCMTB273,d1dsn.mt273_MCMTB273,NO
MCMTB343,GROUP11,FDFR.CDC.DW,FDFR.CDC.DW.Q001.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt3430_MCMTB343,d1dsnb.mt3432_MCMTB343,d1dsnx.mt3433_MCMTB343,d1dsnx.mt3434_MCMTB343,d1dsnx.mt3435_MCMTB343,d1dsnx.mt3436_MCMTB343,d1dsn.mt343_MCMTB343,NO
MCMTB009,GROUP12,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0090_MCMTB009,d1dsnb.mt0092_MCMTB009,d1dsnx.mt0093_MCMTB009,d1dsnx.mt0094_MCMTB009,d1dsnx.mt0095_MCMTB009,d1dsnx.mt0096_MCMTB009,d1dsn.mt009_MCMTB009,NO
MCMTB047,GROUP12,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0470_MCMTB047,d1dsnb.mt0472_MCMTB047,d1dsnx.mt0473_MCMTB047,d1dsnx.mt0474_MCMTB047,d1dsnx.mt0475_MCMTB047,d1dsnx.mt0476_MCMTB047,d1dsn.mt047_MCMTB047,NO
MCMTB051,GROUP12,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0510_MCMTB051,d1dsnb.mt0512_MCMTB051,d1dsnx.mt0513_MCMTB051,d1dsnx.mt0514_MCMTB051,d1dsnx.mt0515_MCMTB051,d1dsnx.mt0516_MCMTB051,d1dsn.mt051_MCMTB051,NO
MCMTB058,GROUP12,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0580_MCMTB058,d1dsnb.mt0582_MCMTB058,d1dsnx.mt0583_MCMTB058,d1dsnx.mt0584_MCMTB058,d1dsnx.mt0585_MCMTB058,d1dsnx.mt0586_MCMTB058,d1dsn.mt058_MCMTB058,NO
MCMTB063,GROUP12,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0630_MCMTB063,d1dsnb.mt0632_MCMTB063,d1dsnx.mt0633_MCMTB063,d1dsnx.mt0634_MCMTB063,d1dsnx.mt0635_MCMTB063,d1dsnx.mt0636_MCMTB063,d1dsn.mt063_MCMTB063,NO
MCMTB070,GROUP12,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0700_MCMTB070,d1dsnb.mt0702_MCMTB070,d1dsnx.mt0703_MCMTB070,d1dsnx.mt0704_MCMTB070,d1dsnx.mt0705_MCMTB070,d1dsnx.mt0706_MCMTB070,d1dsn.mt070_MCMTB070,NO
MCMTB085,GROUP12,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0850_MCMTB085,d1dsnb.mt0852_MCMTB085,d1dsnx.mt0853_MCMTB085,d1dsnx.mt0854_MCMTB085,d1dsnx.mt0855_MCMTB085,d1dsnx.mt0856_MCMTB085,d1dsn.mt085_MCMTB085,NO
MCMTB086,GROUP12,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0860_MCMTB086,d1dsnb.mt0862_MCMTB086,d1dsnx.mt0863_MCMTB086,d1dsnx.mt0864_MCMTB086,d1dsnx.mt0865_MCMTB086,d1dsnx.mt0866_MCMTB086,d1dsn.mt086_MCMTB086,NO
MCMTB087,GROUP12,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0870_MCMTB087,d1dsnb.mt0872_MCMTB087,d1dsnx.mt0873_MCMTB087,d1dsnx.mt0874_MCMTB087,d1dsnx.mt0875_MCMTB087,d1dsnx.mt0876_MCMTB087,d1dsn.mt087_MCMTB087,NO
MCMTB088,GROUP12,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt0880_MCMTB088,d1dsnb.mt0882_MCMTB088,d1dsnx.mt0883_MCMTB088,d1dsnx.mt0884_MCMTB088,d1dsnx.mt0885_MCMTB088,d1dsnx.mt0886_MCMTB088,d1dsn.mt088_MCMTB088,NO
MCMTB113,GROUP12,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt1130_MCMTB113,d1dsnb.mt1132_MCMTB113,d1dsnx.mt1133_MCMTB113,d1dsnx.mt1134_MCMTB113,d1dsnx.mt1135_MCMTB113,d1dsnx.mt1136_MCMTB113,d1dsn.mt113_MCMTB113,NO
MCMTB136,GROUP12,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt1360_MCMTB136,d1dsnb.mt1362_MCMTB136,d1dsnx.mt1363_MCMTB136,d1dsnx.mt1364_MCMTB136,d1dsnx.mt1365_MCMTB136,d1dsnx.mt1366_MCMTB136,d1dsn.mt136_MCMTB136,NO
MCMTB138,GROUP12,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt1380_MCMTB138,d1dsnb.mt1382_MCMTB138,d1dsnx.mt1383_MCMTB138,d1dsnx.mt1384_MCMTB138,d1dsnx.mt1385_MCMTB138,d1dsnx.mt1386_MCMTB138,d1dsn.mt138_MCMTB138,NO
MCMTB139,GROUP12,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt1390_MCMTB139,d1dsnb.mt1392_MCMTB139,d1dsnx.mt1393_MCMTB139,d1dsnx.mt1394_MCMTB139,d1dsnx.mt1395_MCMTB139,d1dsnx.mt1396_MCMTB139,d1dsn.mt139_MCMTB139,NO
MCMTB224,GROUP12,FDFR.CDC.DW,FDFR.CDC.DW.Q002.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt2240_MCMTB224,d1dsnb.mt2242_MCMTB224,d1dsnx.mt2243_MCMTB224,d1dsnx.mt2244_MCMTB224,d1dsnx.mt2245_MCMTB224,d1dsnx.mt2246_MCMTB224,d1dsn.mt224_MCMTB224,NO
MCMTB108,GROUP13,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,FLEET,d1dsnb.m1080_MCMTB108,d1dsnb.m108_MCMTB108,d1dsnx.m1083_MCMTB108,d1dsnx.m1084_MCMTB108,d1dsnx.m1085_MCMTB108,d1dsnx.m1086_MCMTB108,d1dsn.m108_MCMTB108,NO
MCMTB110,GROUP13,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt1100_MCMTB110,d1dsnb.mt1102_MCMTB110,d1dsnx.mt1103_MCMTB110,d1dsnx.mt1104_MCMTB110,d1dsnx.mt1105_MCMTB110,d1dsnx.mt1106_MCMTB110,d1dsn.mt110_MCMTB110,NO
MCMTB112,GROUP13,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt1120_MCMTB112,d1dsnb.mt1122_MCMTB112,d1dsnx.mt1123_MCMTB112,d1dsnx.mt1124_MCMTB112,d1dsnx.mt1125_MCMTB112,d1dsnx.mt1126_MCMTB112,d1dsn.mt112_MCMTB112,NO
MCMTB118,GROUP13,FDFR.CDC.DW,FDFR.CDC.DW.Q003.DW-ABI-BATCH-3530913,FLEET,d1dsnb.mt1180_MCMTB118,d1dsnb.mt1182_MCMTB118,d1dsnx.mt1183_MCMTB118,d1dsnx.mt1184_MCMTB118,d1dsnx.mt1185_MCMTB118,d1dsnx.mt1186_MCMTB118,d1dsn.mt118_MCMTB118,NO
